# frequency  PSD
1.167863247863247800e+00 1.099151058729117468e-12
1.167948717948718018e+00 1.099151058729117468e-12
1.168034188034188015e+00 1.099151058729117468e-12
1.168119658119658011e+00 1.099920381589724088e-12
1.168205128205128229e+00 1.099151058729117468e-12
1.168290598290598226e+00 1.099920381589724088e-12
1.168376068376068444e+00 1.099920381589724088e-12
1.168461538461538440e+00 1.099920381589724088e-12
1.168547008547008437e+00 1.099920381589724088e-12
1.168632478632478655e+00 1.099920381589724088e-12
1.168717948717948651e+00 1.099920381589724088e-12
1.168803418803418870e+00 1.099920381589724088e-12
1.168888888888888866e+00 1.100514650398222621e-12
1.168974358974358863e+00 1.100514650398222621e-12
1.169059829059829081e+00 1.101942959921354854e-12
1.169145299145299077e+00 1.101942959921354854e-12
1.169230769230769296e+00 1.101942959921354854e-12
1.169316239316239292e+00 1.100514650398222621e-12
1.169401709401709510e+00 1.099920381589724088e-12
1.169487179487179507e+00 1.099920381589724088e-12
1.169572649572649503e+00 1.100514650398222621e-12
1.169658119658119722e+00 1.100514650398222621e-12
1.169743589743589718e+00 1.099920381589724088e-12
1.169829059829059936e+00 1.099151058729117468e-12
1.169914529914529933e+00 1.099151058729117468e-12
1.169999999999999929e+00 1.098911075105398910e-12
1.170085470085470147e+00 1.099151058729117468e-12
1.170170940170940144e+00 1.099151058729117468e-12
1.170256410256410362e+00 1.099920381589724088e-12
1.170341880341880358e+00 1.099920381589724088e-12
1.170427350427350355e+00 1.100514650398222621e-12
1.170512820512820573e+00 1.101942959921354854e-12
1.170598290598290570e+00 1.101942959921354854e-12
1.170683760683760788e+00 1.102932879653058432e-12
1.170769230769230784e+00 1.103085477129050120e-12
1.170854700854700781e+00 1.103085477129050120e-12
1.170940170940170999e+00 1.102932879653058432e-12
1.171025641025640995e+00 1.102932879653058432e-12
1.171111111111111214e+00 1.102932879653058432e-12
1.171196581196581210e+00 1.103085477129050120e-12
1.171282051282051206e+00 1.102932879653058432e-12
1.171367521367521425e+00 1.103085477129050120e-12
1.171452991452991421e+00 1.102932879653058432e-12
1.171538461538461640e+00 1.102932879653058432e-12
1.171623931623931636e+00 1.102932879653058432e-12
1.171709401709401632e+00 1.102932879653058432e-12
1.171794871794871851e+00 1.101942959921354854e-12
1.171880341880341847e+00 1.101942959921354854e-12
1.171965811965812065e+00 1.101942959921354854e-12
1.172051282051282062e+00 1.102932879653058432e-12
1.172136752136752058e+00 1.102932879653058432e-12
1.172222222222222276e+00 1.102932879653058432e-12
1.172307692307692273e+00 1.102932879653058432e-12
1.172393162393162491e+00 1.102932879653058432e-12
1.172478632478632488e+00 1.102932879653058432e-12
1.172564102564102484e+00 1.101942959921354854e-12
1.172649572649572702e+00 1.102932879653058432e-12
1.172735042735042699e+00 1.102932879653058432e-12
1.172820512820512917e+00 1.102932879653058432e-12
1.172905982905982913e+00 1.102932879653058432e-12
1.172991452991452910e+00 1.102932879653058432e-12
1.173076923076923128e+00 1.102932879653058432e-12
1.173162393162393125e+00 1.102932879653058432e-12
1.173247863247863343e+00 1.102932879653058432e-12
1.173333333333333339e+00 1.103085477129050120e-12
1.173418803418803336e+00 1.103085477129050120e-12
1.173504273504273554e+00 1.103085477129050120e-12
1.173589743589743550e+00 1.103085477129050120e-12
1.173675213675213769e+00 1.104853711286324300e-12
1.173760683760683765e+00 1.104853711286324300e-12
1.173846153846153761e+00 1.104853711286324300e-12
1.173931623931623980e+00 1.103085477129050120e-12
1.174017094017093976e+00 1.103085477129050120e-12
1.174102564102564195e+00 1.103085477129050120e-12
1.174188034188034191e+00 1.104853711286324300e-12
1.174273504273504187e+00 1.104853711286324300e-12
1.174358974358974406e+00 1.104853711286324300e-12
1.174444444444444402e+00 1.104853711286324300e-12
1.174529914529914620e+00 1.104853711286324300e-12
1.174615384615384617e+00 1.104853711286324300e-12
1.174700854700854613e+00 1.104853711286324300e-12
1.174786324786324831e+00 1.107332900753479694e-12
1.174871794871794828e+00 1.107332900753479694e-12
1.174957264957265046e+00 1.108374813335999904e-12
1.175042735042735043e+00 1.108374813335999904e-12
1.175128205128205039e+00 1.107332900753479694e-12
1.175213675213675257e+00 1.107332900753479694e-12
1.175299145299145254e+00 1.108374813335999904e-12
1.175384615384615472e+00 1.109370387099599114e-12
1.175470085470085468e+00 1.109370387099599114e-12
1.175555555555555465e+00 1.109386842017281766e-12
1.175641025641025683e+00 1.111003718771718679e-12
1.175726495726495680e+00 1.111003718771718679e-12
1.175811965811965898e+00 1.111003718771718679e-12
1.175897435897435894e+00 1.111003718771718679e-12
1.175982905982905891e+00 1.111003718771718679e-12
1.176068376068376109e+00 1.109386842017281766e-12
1.176153846153846105e+00 1.111003718771718679e-12
1.176239316239316324e+00 1.112050755566667353e-12
1.176324786324786320e+00 1.112050755566667353e-12
1.176410256410256316e+00 1.111003718771718679e-12
1.176495726495726535e+00 1.112050755566667353e-12
1.176581196581196531e+00 1.113468238048321077e-12
1.176666666666666750e+00 1.113468238048321077e-12
1.176752136752136746e+00 1.113468238048321077e-12
1.176837606837606742e+00 1.112050755566667353e-12
1.176923076923076961e+00 1.113468238048321077e-12
1.177008547008546957e+00 1.113680943266358740e-12
1.177094017094017175e+00 1.113468238048321077e-12
1.177179487179487172e+00 1.113680943266358740e-12
1.177264957264957168e+00 1.114421783386960154e-12
1.177350427350427386e+00 1.114421783386960154e-12
1.177435897435897383e+00 1.114421783386960154e-12
1.177521367521367601e+00 1.116027232581574851e-12
1.177606837606837598e+00 1.116027232581574851e-12
1.177692307692307594e+00 1.116027232581574851e-12
1.177777777777777812e+00 1.116027232581574851e-12
1.177863247863247809e+00 1.116027232581574851e-12
1.177948717948718027e+00 1.116027232581574851e-12
1.178034188034188023e+00 1.116027232581574851e-12
1.178119658119658020e+00 1.116027232581574851e-12
1.178205128205128238e+00 1.116027232581574851e-12
1.178290598290598234e+00 1.117339286122696979e-12
1.178376068376068453e+00 1.117339286122696979e-12
1.178461538461538449e+00 1.117524315521859943e-12
1.178547008547008446e+00 1.117524315521859943e-12
1.178632478632478664e+00 1.117524315521859943e-12
1.178717948717948660e+00 1.119237209012482532e-12
1.178803418803418879e+00 1.119237209012482532e-12
1.178888888888888875e+00 1.119312559107172374e-12
1.178974358974358871e+00 1.119237209012482532e-12
1.179059829059829090e+00 1.119312559107172374e-12
1.179145299145299086e+00 1.119312559107172374e-12
1.179230769230769305e+00 1.119312559107172374e-12
1.179316239316239301e+00 1.119312559107172374e-12
1.179401709401709297e+00 1.119237209012482532e-12
1.179487179487179516e+00 1.119237209012482532e-12
1.179572649572649512e+00 1.119237209012482532e-12
1.179658119658119730e+00 1.119312559107172374e-12
1.179743589743589727e+00 1.120566240941257534e-12
1.179829059829059723e+00 1.119312559107172374e-12
1.179914529914529941e+00 1.119237209012482532e-12
1.179999999999999938e+00 1.119237209012482532e-12
1.180085470085470156e+00 1.119237209012482532e-12
1.180170940170940153e+00 1.119237209012482532e-12
1.180256410256410149e+00 1.119312559107172374e-12
1.180341880341880367e+00 1.120566240941257534e-12
1.180427350427350364e+00 1.120566240941257534e-12
1.180512820512820582e+00 1.121492135082293971e-12
1.180598290598290578e+00 1.121492135082293971e-12
1.180683760683760575e+00 1.121492135082293971e-12
1.180769230769230793e+00 1.121492135082293971e-12
1.180854700854700789e+00 1.123517437673357728e-12
1.180940170940171008e+00 1.123517437673357728e-12
1.181025641025641004e+00 1.123517437673357728e-12
1.181111111111111001e+00 1.123517437673357728e-12
1.181196581196581219e+00 1.126618849179761608e-12
1.181282051282051215e+00 1.126618849179761608e-12
1.181367521367521434e+00 1.129120185229487614e-12
1.181452991452991430e+00 1.126618849179761608e-12
1.181538461538461426e+00 1.129120185229487614e-12
1.181623931623931645e+00 1.129120185229487614e-12
1.181709401709401641e+00 1.126618849179761608e-12
1.181794871794871860e+00 1.129120185229487614e-12
1.181880341880341856e+00 1.129120185229487614e-12
1.181965811965812074e+00 1.129120185229487614e-12
1.182051282051282071e+00 1.129627282159726159e-12
1.182136752136752067e+00 1.129627282159726159e-12
1.182222222222222285e+00 1.129627282159726159e-12
1.182307692307692282e+00 1.129682533793833158e-12
1.182393162393162500e+00 1.131229692901668971e-12
1.182478632478632496e+00 1.133399725953624378e-12
1.182564102564102493e+00 1.136704791147607735e-12
1.182649572649572711e+00 1.136704791147607735e-12
1.182735042735042708e+00 1.136862012058323332e-12
1.182820512820512926e+00 1.136862012058323332e-12
1.182905982905982922e+00 1.136862012058323332e-12
1.182991452991452919e+00 1.136862012058323332e-12
1.183076923076923137e+00 1.136862012058323332e-12
1.183162393162393133e+00 1.136862012058323332e-12
1.183247863247863352e+00 1.136862012058323332e-12
1.183333333333333348e+00 1.136862012058323332e-12
1.183418803418803344e+00 1.136704791147607735e-12
1.183504273504273563e+00 1.136704791147607735e-12
1.183589743589743559e+00 1.133399725953624378e-12
1.183675213675213778e+00 1.133399725953624378e-12
1.183760683760683774e+00 1.133399725953624378e-12
1.183846153846153770e+00 1.131229692901668971e-12
1.183931623931623989e+00 1.131229692901668971e-12
1.184017094017093985e+00 1.131229692901668971e-12
1.184102564102564203e+00 1.129682533793833158e-12
1.184188034188034200e+00 1.131229692901668971e-12
1.184273504273504196e+00 1.133399725953624378e-12
1.184358974358974415e+00 1.133399725953624378e-12
1.184444444444444411e+00 1.136704791147607735e-12
1.184529914529914629e+00 1.136704791147607735e-12
1.184615384615384626e+00 1.136862012058323332e-12
1.184700854700854622e+00 1.136862012058323332e-12
1.184786324786324840e+00 1.136862012058323332e-12
1.184871794871794837e+00 1.136862012058323332e-12
1.184957264957265055e+00 1.136704791147607735e-12
1.185042735042735051e+00 1.136704791147607735e-12
1.185128205128205048e+00 1.136862012058323332e-12
1.185213675213675266e+00 1.136704791147607735e-12
1.185299145299145263e+00 1.133399725953624378e-12
1.185384615384615481e+00 1.136704791147607735e-12
1.185470085470085477e+00 1.136704791147607735e-12
1.185555555555555474e+00 1.136704791147607735e-12
1.185641025641025692e+00 1.136862012058323332e-12
1.185726495726495688e+00 1.136862012058323332e-12
1.185811965811965907e+00 1.136983682351256258e-12
1.185897435897435903e+00 1.136983682351256258e-12
1.185982905982905899e+00 1.140471591175999926e-12
1.186068376068376118e+00 1.140471591175999926e-12
1.186153846153846114e+00 1.140471591175999926e-12
1.186239316239316333e+00 1.136983682351256258e-12
1.186324786324786329e+00 1.136983682351256258e-12
1.186410256410256325e+00 1.136983682351256258e-12
1.186495726495726544e+00 1.136983682351256258e-12
1.186581196581196540e+00 1.136983682351256258e-12
1.186666666666666758e+00 1.136983682351256258e-12
1.186752136752136755e+00 1.136983682351256258e-12
1.186837606837606751e+00 1.136983682351256258e-12
1.186923076923076970e+00 1.140471591175999926e-12
1.187008547008546966e+00 1.142070895764565980e-12
1.187094017094017184e+00 1.142070895764565980e-12
1.187179487179487181e+00 1.147540232034779435e-12
1.187264957264957177e+00 1.147540232034779435e-12
1.187350427350427395e+00 1.147540232034779435e-12
1.187435897435897392e+00 1.148348396881416539e-12
1.187521367521367610e+00 1.148544154562806659e-12
1.187606837606837606e+00 1.148544154562806659e-12
1.187692307692307603e+00 1.149485063248821566e-12
1.187777777777777821e+00 1.149485063248821566e-12
1.187863247863247818e+00 1.148544154562806659e-12
1.187948717948718036e+00 1.148544154562806659e-12
1.188034188034188032e+00 1.148544154562806659e-12
1.188119658119658029e+00 1.148544154562806659e-12
1.188205128205128247e+00 1.149485063248821566e-12
1.188290598290598243e+00 1.149485063248821566e-12
1.188376068376068462e+00 1.149896436526204593e-12
1.188461538461538458e+00 1.149896436526204593e-12
1.188547008547008454e+00 1.150560613195310178e-12
1.188632478632478673e+00 1.150940251070523259e-12
1.188717948717948669e+00 1.151033758773521800e-12
1.188803418803418888e+00 1.151033758773521800e-12
1.188888888888888884e+00 1.151033758773521800e-12
1.188974358974358880e+00 1.151033758773521800e-12
1.189059829059829099e+00 1.152137457376996549e-12
1.189145299145299095e+00 1.151033758773521800e-12
1.189230769230769313e+00 1.152137457376996549e-12
1.189316239316239310e+00 1.153373921374487374e-12
1.189401709401709306e+00 1.153373921374487374e-12
1.189487179487179525e+00 1.152137457376996549e-12
1.189572649572649521e+00 1.152137457376996549e-12
1.189658119658119739e+00 1.153373921374487374e-12
1.189743589743589736e+00 1.153373921374487374e-12
1.189829059829059732e+00 1.152137457376996549e-12
1.189914529914529950e+00 1.152137457376996549e-12
1.189999999999999947e+00 1.152137457376996549e-12
1.190085470085470165e+00 1.152137457376996549e-12
1.190170940170940161e+00 1.153373921374487374e-12
1.190256410256410158e+00 1.153373921374487374e-12
1.190341880341880376e+00 1.153373921374487374e-12
1.190427350427350373e+00 1.153373921374487374e-12
1.190512820512820591e+00 1.153373921374487374e-12
1.190598290598290587e+00 1.153373921374487374e-12
1.190683760683760584e+00 1.153373921374487374e-12
1.190769230769230802e+00 1.153394456406544480e-12
1.190854700854700798e+00 1.153373921374487374e-12
1.190940170940171017e+00 1.153373921374487374e-12
1.191025641025641013e+00 1.153394456406544480e-12
1.191111111111111009e+00 1.153970833882444597e-12
1.191196581196581228e+00 1.153970833882444597e-12
1.191282051282051224e+00 1.157099375043619873e-12
1.191367521367521443e+00 1.157864756409392004e-12
1.191452991452991439e+00 1.157864756409392004e-12
1.191538461538461435e+00 1.158362698928003883e-12
1.191623931623931654e+00 1.158362698928003883e-12
1.191709401709401650e+00 1.160032394683453151e-12
1.191794871794871868e+00 1.160104056432239030e-12
1.191880341880341865e+00 1.160104056432239030e-12
1.191965811965811861e+00 1.160238262745028546e-12
1.192051282051282080e+00 1.160238262745028546e-12
1.192136752136752076e+00 1.160290228058306268e-12
1.192222222222222294e+00 1.160290228058306268e-12
1.192307692307692291e+00 1.160290228058306268e-12
1.192393162393162287e+00 1.160290228058306268e-12
1.192478632478632505e+00 1.160290228058306268e-12
1.192564102564102502e+00 1.160290228058306268e-12
1.192649572649572720e+00 1.160290228058306268e-12
1.192735042735042716e+00 1.160290228058306268e-12
1.192820512820512713e+00 1.162325249974451348e-12
1.192905982905982931e+00 1.163816686538617299e-12
1.192991452991452928e+00 1.164432776303573338e-12
1.193076923076923146e+00 1.165168847082926279e-12
1.193162393162393142e+00 1.165168847082926279e-12
1.193247863247863139e+00 1.165168847082926279e-12
1.193333333333333357e+00 1.167454195897424924e-12
1.193418803418803353e+00 1.167488769420982420e-12
1.193504273504273572e+00 1.167488769420982420e-12
1.193589743589743568e+00 1.167488769420982420e-12
1.193675213675213564e+00 1.167488769420982420e-12
1.193760683760683783e+00 1.167488769420982420e-12
1.193846153846153779e+00 1.167488769420982420e-12
1.193931623931623998e+00 1.167488769420982420e-12
1.194017094017093994e+00 1.167796606705293247e-12
1.194102564102564212e+00 1.170475203227769148e-12
1.194188034188034209e+00 1.167796606705293247e-12
1.194273504273504205e+00 1.170475203227769148e-12
1.194358974358974423e+00 1.170475203227769148e-12
1.194444444444444420e+00 1.170475203227769148e-12
1.194529914529914638e+00 1.170751893363453731e-12
1.194615384615384635e+00 1.172554511761450161e-12
1.194700854700854631e+00 1.172554511761450161e-12
1.194786324786324849e+00 1.173071082592960225e-12
1.194871794871794846e+00 1.173218501477236396e-12
1.194957264957265064e+00 1.173218501477236396e-12
1.195042735042735060e+00 1.173218501477236396e-12
1.195128205128205057e+00 1.173218501477236396e-12
1.195213675213675275e+00 1.173946880321918174e-12
1.195299145299145271e+00 1.173946880321918174e-12
1.195384615384615490e+00 1.173218501477236396e-12
1.195470085470085486e+00 1.173946880321918174e-12
1.195555555555555483e+00 1.176565236050925153e-12
1.195641025641025701e+00 1.176565236050925153e-12
1.195726495726495697e+00 1.173946880321918174e-12
1.195811965811965916e+00 1.173946880321918174e-12
1.195897435897435912e+00 1.173946880321918174e-12
1.195982905982905908e+00 1.173946880321918174e-12
1.196068376068376127e+00 1.173946880321918174e-12
1.196153846153846123e+00 1.173946880321918174e-12
1.196239316239316341e+00 1.176565236050925153e-12
1.196324786324786338e+00 1.176565236050925153e-12
1.196410256410256334e+00 1.176565236050925153e-12
1.196495726495726553e+00 1.176565236050925153e-12
1.196581196581196549e+00 1.176565236050925153e-12
1.196666666666666767e+00 1.176565236050925153e-12
1.196752136752136764e+00 1.176960626281335305e-12
1.196837606837606760e+00 1.176960626281335305e-12
1.196923076923076978e+00 1.177373732750189980e-12
1.197008547008546975e+00 1.177622539874948261e-12
1.197094017094017193e+00 1.177373732750189980e-12
1.197179487179487190e+00 1.177622539874948261e-12
1.197264957264957186e+00 1.178138468985139207e-12
1.197350427350427404e+00 1.178138468985139207e-12
1.197435897435897401e+00 1.178883491262385290e-12
1.197521367521367619e+00 1.178883491262385290e-12
1.197606837606837615e+00 1.178883491262385290e-12
1.197692307692307612e+00 1.178962604938906760e-12
1.197777777777777830e+00 1.181408283698269355e-12
1.197863247863247826e+00 1.181408283698269355e-12
1.197948717948718045e+00 1.181408283698269355e-12
1.198034188034188041e+00 1.181408283698269355e-12
1.198119658119658038e+00 1.178962604938906760e-12
1.198205128205128256e+00 1.181408283698269355e-12
1.198290598290598252e+00 1.181479678894540145e-12
1.198376068376068471e+00 1.181479678894540145e-12
1.198461538461538467e+00 1.181479678894540145e-12
1.198547008547008463e+00 1.181479678894540145e-12
1.198632478632478682e+00 1.183679729430486700e-12
1.198717948717948678e+00 1.183985415128331726e-12
1.198803418803418896e+00 1.183985415128331726e-12
1.198888888888888893e+00 1.183985415128331726e-12
1.198974358974358889e+00 1.183985415128331726e-12
1.199059829059829108e+00 1.185781904051257110e-12
1.199145299145299104e+00 1.187046991145624019e-12
1.199230769230769322e+00 1.188168511511646521e-12
1.199316239316239319e+00 1.188891536435845546e-12
1.199401709401709315e+00 1.188891536435845546e-12
1.199487179487179533e+00 1.188891536435845546e-12
1.199572649572649530e+00 1.188891536435845546e-12
1.199658119658119748e+00 1.188168511511646521e-12
1.199743589743589745e+00 1.188891536435845546e-12
1.199829059829059741e+00 1.188891536435845546e-12
1.199914529914529959e+00 1.188891536435845546e-12
1.199999999999999956e+00 1.188891536435845546e-12
1.200085470085470174e+00 1.192117091055086875e-12
1.200170940170940170e+00 1.188891536435845546e-12
1.200256410256410167e+00 1.188891536435845546e-12
1.200341880341880385e+00 1.192117091055086875e-12
1.200427350427350381e+00 1.192950781985752040e-12
1.200512820512820600e+00 1.192117091055086875e-12
1.200598290598290596e+00 1.192950781985752040e-12
1.200683760683760593e+00 1.192950781985752040e-12
1.200769230769230811e+00 1.194515477733906096e-12
1.200854700854700807e+00 1.194622272231833732e-12
1.200940170940171026e+00 1.195097021111192433e-12
1.201025641025641022e+00 1.195142144957480454e-12
1.201111111111111018e+00 1.195142144957480454e-12
1.201196581196581237e+00 1.195142144957480454e-12
1.201282051282051233e+00 1.195142144957480454e-12
1.201367521367521451e+00 1.195142144957480454e-12
1.201452991452991448e+00 1.195142144957480454e-12
1.201538461538461444e+00 1.195142144957480454e-12
1.201623931623931663e+00 1.195142144957480454e-12
1.201709401709401659e+00 1.195142144957480454e-12
1.201794871794871877e+00 1.195142144957480454e-12
1.201880341880341874e+00 1.195097021111192433e-12
1.201965811965811870e+00 1.195097021111192433e-12
1.202051282051282088e+00 1.195142144957480454e-12
1.202136752136752085e+00 1.195142144957480454e-12
1.202222222222222303e+00 1.195142144957480454e-12
1.202307692307692299e+00 1.195142144957480454e-12
1.202393162393162296e+00 1.195097021111192433e-12
1.202478632478632514e+00 1.195097021111192433e-12
1.202564102564102511e+00 1.195097021111192433e-12
1.202649572649572729e+00 1.195097021111192433e-12
1.202735042735042725e+00 1.194622272231833732e-12
1.202820512820512722e+00 1.194622272231833732e-12
1.202905982905982940e+00 1.195097021111192433e-12
1.202991452991452936e+00 1.195097021111192433e-12
1.203076923076923155e+00 1.195097021111192433e-12
1.203162393162393151e+00 1.195142144957480454e-12
1.203247863247863148e+00 1.195142144957480454e-12
1.203333333333333366e+00 1.195142144957480454e-12
1.203418803418803362e+00 1.195097021111192433e-12
1.203504273504273581e+00 1.195142144957480454e-12
1.203589743589743577e+00 1.195097021111192433e-12
1.203675213675213573e+00 1.195142144957480454e-12
1.203760683760683792e+00 1.195142144957480454e-12
1.203846153846153788e+00 1.195142144957480454e-12
1.203931623931624006e+00 1.195097021111192433e-12
1.204017094017094003e+00 1.194622272231833732e-12
1.204102564102563999e+00 1.195097021111192433e-12
1.204188034188034218e+00 1.195097021111192433e-12
1.204273504273504214e+00 1.195097021111192433e-12
1.204358974358974432e+00 1.195097021111192433e-12
1.204444444444444429e+00 1.195097021111192433e-12
1.204529914529914425e+00 1.194622272231833732e-12
1.204615384615384643e+00 1.194622272231833732e-12
1.204700854700854640e+00 1.194515477733906096e-12
1.204786324786324858e+00 1.194515477733906096e-12
1.204871794871794854e+00 1.194622272231833732e-12
1.204957264957264851e+00 1.195097021111192433e-12
1.205042735042735069e+00 1.195097021111192433e-12
1.205128205128205066e+00 1.195097021111192433e-12
1.205213675213675284e+00 1.195097021111192433e-12
1.205299145299145280e+00 1.195097021111192433e-12
1.205384615384615277e+00 1.195097021111192433e-12
1.205470085470085495e+00 1.194622272231833732e-12
1.205555555555555491e+00 1.194622272231833732e-12
1.205641025641025710e+00 1.194622272231833732e-12
1.205726495726495706e+00 1.194515477733906096e-12
1.205811965811965702e+00 1.194515477733906096e-12
1.205897435897435921e+00 1.194515477733906096e-12
1.205982905982905917e+00 1.192950781985752040e-12
1.206068376068376136e+00 1.192117091055086875e-12
1.206153846153846132e+00 1.188891536435845546e-12
1.206239316239316128e+00 1.192117091055086875e-12
1.206324786324786347e+00 1.192117091055086875e-12
1.206410256410256343e+00 1.188891536435845546e-12
1.206495726495726561e+00 1.188891536435845546e-12
1.206581196581196558e+00 1.188891536435845546e-12
1.206666666666666776e+00 1.188891536435845546e-12
1.206752136752136773e+00 1.192117091055086875e-12
1.206837606837606769e+00 1.192950781985752040e-12
1.206923076923076987e+00 1.192117091055086875e-12
1.207008547008546984e+00 1.192117091055086875e-12
1.207094017094017202e+00 1.188891536435845546e-12
1.207179487179487198e+00 1.188891536435845546e-12
1.207264957264957195e+00 1.188891536435845546e-12
1.207350427350427413e+00 1.188891536435845546e-12
1.207435897435897409e+00 1.188891536435845546e-12
1.207521367521367628e+00 1.188168511511646521e-12
1.207606837606837624e+00 1.187046991145624019e-12
1.207692307692307621e+00 1.187046991145624019e-12
1.207777777777777839e+00 1.187046991145624019e-12
1.207863247863247835e+00 1.187046991145624019e-12
1.207948717948718054e+00 1.188168511511646521e-12
1.208034188034188050e+00 1.188891536435845546e-12
1.208119658119658046e+00 1.188891536435845546e-12
1.208205128205128265e+00 1.188168511511646521e-12
1.208290598290598261e+00 1.188168511511646521e-12
1.208376068376068480e+00 1.188168511511646521e-12
1.208461538461538476e+00 1.188891536435845546e-12
1.208547008547008472e+00 1.188891536435845546e-12
1.208632478632478691e+00 1.192117091055086875e-12
1.208717948717948687e+00 1.192117091055086875e-12
1.208803418803418905e+00 1.192117091055086875e-12
1.208888888888888902e+00 1.188891536435845546e-12
1.208974358974358898e+00 1.188168511511646521e-12
1.209059829059829116e+00 1.188168511511646521e-12
1.209145299145299113e+00 1.188168511511646521e-12
1.209230769230769331e+00 1.188168511511646521e-12
1.209316239316239328e+00 1.188168511511646521e-12
1.209401709401709324e+00 1.188891536435845546e-12
1.209487179487179542e+00 1.188891536435845546e-12
1.209572649572649539e+00 1.188891536435845546e-12
1.209658119658119757e+00 1.188168511511646521e-12
1.209743589743589753e+00 1.188891536435845546e-12
1.209829059829059750e+00 1.188891536435845546e-12
1.209914529914529968e+00 1.188168511511646521e-12
1.209999999999999964e+00 1.188891536435845546e-12
1.210085470085470183e+00 1.188891536435845546e-12
1.210170940170940179e+00 1.192117091055086875e-12
1.210256410256410176e+00 1.192117091055086875e-12
1.210341880341880394e+00 1.188891536435845546e-12
1.210427350427350390e+00 1.188891536435845546e-12
1.210512820512820609e+00 1.188168511511646521e-12
1.210598290598290605e+00 1.187046991145624019e-12
1.210683760683760601e+00 1.187046991145624019e-12
1.210769230769230820e+00 1.187046991145624019e-12
1.210854700854700816e+00 1.188168511511646521e-12
1.210940170940171035e+00 1.187046991145624019e-12
1.211025641025641031e+00 1.187046991145624019e-12
1.211111111111111027e+00 1.187046991145624019e-12
1.211196581196581246e+00 1.187046991145624019e-12
1.211282051282051242e+00 1.187046991145624019e-12
1.211367521367521460e+00 1.187046991145624019e-12
1.211452991452991457e+00 1.187046991145624019e-12
1.211538461538461453e+00 1.187046991145624019e-12
1.211623931623931671e+00 1.187046991145624019e-12
1.211709401709401668e+00 1.185781904051257110e-12
1.211794871794871886e+00 1.185781904051257110e-12
1.211880341880341883e+00 1.187046991145624019e-12
1.211965811965811879e+00 1.187046991145624019e-12
1.212051282051282097e+00 1.187046991145624019e-12
1.212136752136752094e+00 1.185781904051257110e-12
1.212222222222222312e+00 1.183985415128331726e-12
1.212307692307692308e+00 1.183985415128331726e-12
1.212393162393162305e+00 1.183985415128331726e-12
1.212478632478632523e+00 1.183985415128331726e-12
1.212564102564102519e+00 1.183679729430486700e-12
1.212649572649572738e+00 1.183679729430486700e-12
1.212735042735042734e+00 1.183679729430486700e-12
1.212820512820512731e+00 1.183679729430486700e-12
1.212905982905982949e+00 1.183679729430486700e-12
1.212991452991452945e+00 1.183985415128331726e-12
1.213076923076923164e+00 1.185781904051257110e-12
1.213162393162393160e+00 1.187046991145624019e-12
1.213247863247863156e+00 1.188168511511646521e-12
1.213333333333333375e+00 1.187046991145624019e-12
1.213418803418803371e+00 1.187046991145624019e-12
1.213504273504273590e+00 1.187046991145624019e-12
1.213589743589743586e+00 1.185781904051257110e-12
1.213675213675213582e+00 1.183985415128331726e-12
1.213760683760683801e+00 1.183985415128331726e-12
1.213846153846153797e+00 1.183985415128331726e-12
1.213931623931624015e+00 1.185781904051257110e-12
1.214017094017094012e+00 1.183985415128331726e-12
1.214102564102564008e+00 1.183985415128331726e-12
1.214188034188034226e+00 1.185781904051257110e-12
1.214273504273504223e+00 1.187046991145624019e-12
1.214358974358974441e+00 1.185781904051257110e-12
1.214444444444444438e+00 1.183985415128331726e-12
1.214529914529914434e+00 1.183985415128331726e-12
1.214615384615384652e+00 1.183985415128331726e-12
1.214700854700854649e+00 1.183985415128331726e-12
1.214786324786324867e+00 1.185781904051257110e-12
1.214871794871794863e+00 1.185781904051257110e-12
1.214957264957264860e+00 1.185781904051257110e-12
1.215042735042735078e+00 1.183985415128331726e-12
1.215128205128205074e+00 1.183985415128331726e-12
1.215213675213675293e+00 1.183679729430486700e-12
1.215299145299145289e+00 1.183985415128331726e-12
1.215384615384615286e+00 1.183985415128331726e-12
1.215470085470085504e+00 1.183985415128331726e-12
1.215555555555555500e+00 1.183985415128331726e-12
1.215641025641025719e+00 1.183985415128331726e-12
1.215726495726495715e+00 1.183679729430486700e-12
1.215811965811965711e+00 1.183985415128331726e-12
1.215897435897435930e+00 1.183985415128331726e-12
1.215982905982905926e+00 1.183985415128331726e-12
1.216068376068376145e+00 1.183985415128331726e-12
1.216153846153846141e+00 1.183679729430486700e-12
1.216239316239316137e+00 1.183679729430486700e-12
1.216324786324786356e+00 1.181479678894540145e-12
1.216410256410256352e+00 1.181479678894540145e-12
1.216495726495726570e+00 1.181479678894540145e-12
1.216581196581196567e+00 1.183679729430486700e-12
1.216666666666666563e+00 1.181479678894540145e-12
1.216752136752136781e+00 1.181408283698269355e-12
1.216837606837606778e+00 1.181408283698269355e-12
1.216923076923076996e+00 1.181408283698269355e-12
1.217008547008546993e+00 1.181408283698269355e-12
1.217094017094016989e+00 1.178962604938906760e-12
1.217179487179487207e+00 1.178883491262385290e-12
1.217264957264957204e+00 1.178962604938906760e-12
1.217350427350427422e+00 1.181408283698269355e-12
1.217435897435897418e+00 1.178962604938906760e-12
1.217521367521367415e+00 1.181408283698269355e-12
